target,day,actual_event,negative_event,positive_event,predictions,source,threshold
close,133,1,0.615322,0.384678,0,low,0.99
close,134,1,0.644542,0.355458,0,low,0.99
close,135,1,0.545411,0.454589,0,low,0.99
close,136,0,0.62739,0.37261,0,low,0.99
close,137,1,0.645379,0.354621,0,low,0.99
close,138,0,0.658891,0.341109,0,low,0.99
close,139,0,0.593762,0.406238,0,low,0.99
close,140,1,0.597356,0.402644,0,low,0.99
close,141,1,0.609195,0.390805,0,low,0.99
close,142,1,0.632229,0.367771,0,low,0.99
close,143,0,0.650818,0.349182,0,low,0.99
close,144,1,0.602876,0.397124,0,low,0.99
close,145,0,0.694839,0.305161,0,low,0.99
close,146,0,0.70922,0.29078,0,low,0.99
close,147,0,0.563329,0.436671,0,low,0.99
close,148,0,0.669444,0.330556,0,low,0.99
close,149,1,0.656199,0.343801,0,low,0.99
close,150,1,0.628288,0.371712,0,low,0.99
close,151,1,0.684054,0.315946,0,low,0.99
close,152,0,0.658806,0.341194,0,low,0.99
close,153,0,0.70922,0.29078,0,low,0.99
close,154,0,0.654288,0.345712,0,low,0.99
close,155,1,0.676948,0.323052,0,low,0.99
close,156,1,0.616189,0.383811,0,low,0.99
close,157,1,0.640822,0.359178,0,low,0.99
close,158,0,0.706913,0.293087,0,low,0.99
close,159,1,0.666375,0.333625,0,low,0.99
close,160,0,0.67641,0.32359,0,low,0.99
close,161,0,0.67178,0.32822,0,low,0.99
close,162,1,0.652864,0.347136,0,low,0.99
close,163,1,0.621138,0.378862,0,low,0.99
close,164,1,0.589617,0.410383,0,low,0.99
close,165,1,0.648316,0.351684,0,low,0.99
close,166,0,0.654587,0.345413,0,low,0.99
close,167,1,0.614646,0.385354,0,low,0.99
close,168,0,0.683894,0.316106,0,low,0.99
close,169,0,0.662454,0.337546,0,low,0.99
close,170,1,0.632577,0.367423,0,low,0.99
close,171,1,0.636743,0.363257,0,low,0.99
close,172,0,0.637773,0.362227,0,low,0.99
close,173,1,0.646115,0.353885,0,low,0.99
close,174,0,0.672698,0.327302,0,low,0.99
close,175,1,0.591943,0.408057,0,low,0.99
close,176,0,0.662879,0.337121,0,low,0.99
close,177,0,0.652585,0.347415,0,low,0.99
close,178,1,0.63019,0.36981,0,low,0.99
close,179,0,0.634034,0.365966,0,low,0.99
close,180,0,0.649674,0.350326,0,low,0.99
close,181,0,0.699603,0.300397,0,low,0.99
close,182,0,0.683048,0.316952,0,low,0.99
close,183,1,0.634841,0.365159,0,low,0.99
close,184,1,0.650039,0.349961,0,low,0.99
close,185,1,0.661335,0.338665,0,low,0.99
close,186,0,0.696495,0.303505,0,low,0.99
close,187,0,0.685961,0.314039,0,low,0.99
close,188,1,0.625387,0.374613,0,low,0.99
close,189,1,0.656572,0.343428,0,low,0.99
close,190,0,0.644797,0.355203,0,low,0.99
close,191,0,0.681114,0.318886,0,low,0.99
close,192,1,0.634913,0.365087,0,low,0.99
close,193,0,0.691504,0.308496,0,low,0.99
close,194,0,0.665551,0.334449,0,low,0.99
close,195,0,0.667832,0.332168,0,low,0.99
close,196,1,0.608862,0.391138,0,low,0.99
close,197,0,0.662418,0.337582,0,low,0.99
close,198,0,0.639342,0.360658,0,low,0.99
close,199,0,0.667149,0.332851,0,low,0.99
close,200,0,0.650956,0.349044,0,low,0.99
close,201,0,0.67668,0.32332,0,low,0.99
close,202,0,0.65502,0.34498,0,low,0.99
close,203,1,0.639666,0.360334,0,low,0.99
close,204,1,0.620296,0.379704,0,low,0.99
close,205,0,0.679395,0.320605,0,low,0.99
close,206,1,0.621849,0.378151,0,low,0.99
close,207,1,0.628467,0.371533,0,low,0.99
close,208,0,0.672113,0.327887,0,low,0.99
close,209,0,0.673799,0.326201,0,low,0.99
close,210,0,0.676667,0.323333,0,low,0.99
close,211,0,0.650014,0.349986,0,low,0.99
close,212,0,0.58976,0.41024,0,low,0.99
close,213,1,0.599174,0.400826,0,low,0.99
close,214,0,0.639316,0.360684,0,low,0.99
close,215,1,0.623865,0.376135,0,low,0.99
close,216,0,0.680691,0.319309,0,low,0.99
close,217,1,0.575391,0.424609,0,low,0.99
close,218,0,0.635988,0.364012,0,low,0.99
close,219,0,0.715712,0.284288,0,low,0.99
close,220,0,0.681285,0.318715,0,low,0.99
close,221,0,0.648901,0.351099,0,low,0.99
close,222,1,0.647206,0.352794,0,low,0.99
close,223,1,0.624749,0.375251,0,low,0.99
close,224,0,0.615391,0.384609,0,low,0.99
close,225,1,0.520572,0.479428,0,low,0.99
close,226,1,0.546879,0.453121,0,low,0.99
close,227,0,0.698778,0.301222,0,low,0.99
close,228,0,0.699309,0.300691,0,low,0.99
close,229,0,0.695087,0.304913,0,low,0.99
close,230,0,0.587654,0.412346,0,low,0.99
close,231,0,0.676567,0.323433,0,low,0.99
close,232,1,0.624819,0.375181,0,low,0.99
close,233,0,0.700501,0.299499,0,low,0.99
close,234,0,0.638718,0.361282,0,low,0.99
close,235,0,0.669567,0.330433,0,low,0.99
close,236,1,0.643239,0.356761,0,low,0.99
close,237,0,0.689938,0.310062,0,low,0.99
close,238,0,0.633615,0.366385,0,low,0.99
close,239,0,0.66835,0.33165,0,low,0.99
close,240,1,0.576323,0.423677,0,low,0.99
close,241,0,0.688378,0.311622,0,low,0.99
close,242,1,0.633586,0.366414,0,low,0.99
close,243,0,0.686349,0.313651,0,low,0.99
