loc_id,lattgt1,lattgt2,lontgt1,lontgt2,varsrc,vartgt,num_models,auc,tpr,fpr,horizon
./payload2015_2017/models/2model,41.74444,41.80556,-87.82222,-87.74444,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,VAR,31,0.5,-1.0,-1.0,7
./payload2015_2017/models/2model,41.74444,41.80556,-87.82222,-87.74444,VAR,VAR,31,0.5,-1.0,-1.0,7
./payload2015_2017/models/2model,41.74444,41.80556,-87.82222,-87.74444,ALL,VAR,31,0.5,-1.0,-1.0,7
./payload2015_2017/models/3model,41.80556,41.86667,-87.82222,-87.74444,HOMICIDE-ASSAULT-BATTERY,VAR,31,0.829254,0.666667,0.481481,7
./payload2015_2017/models/3model,41.80556,41.86667,-87.82222,-87.74444,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,VAR,31,0.815469,0.565934,0.40625,7
./payload2015_2017/models/3model,41.80556,41.86667,-87.82222,-87.74444,VAR,VAR,31,0.807957,0.564972,0.416667,7
./payload2015_2017/models/3model,41.80556,41.86667,-87.82222,-87.74444,ALL,VAR,31,0.856075,0.743455,0.333333,7
./payload2015_2017/models/4model,41.92778,41.98889,-87.9,-87.82222,HOMICIDE-ASSAULT-BATTERY,VAR,31,0.997071,0.994152,0.0,7
./payload2015_2017/models/4model,41.92778,41.98889,-87.9,-87.82222,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,VAR,31,0.998306,0.996622,0.0,7
./payload2015_2017/models/4model,41.92778,41.98889,-87.9,-87.82222,VAR,VAR,31,0.998177,0.996364,0.0,7
./payload2015_2017/models/4model,41.92778,41.98889,-87.9,-87.82222,ALL,VAR,31,0.99855,0.99711,0.0,7
./payload2015_2017/models/5model,41.98889,42.05,-87.82222,-87.74444,HOMICIDE-ASSAULT-BATTERY,VAR,31,0.917331,0.857798,0.142857,7
./payload2015_2017/models/5model,41.98889,42.05,-87.82222,-87.74444,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,VAR,31,0.912693,0.884259,0.111111,7
